Row,Day,Day.Of.Week,Date,Page.Loads,Unique.Visits,First.Time.Visits,Returning.Visits
1778,Saturday,7,7/27/2019,"1,954","1,308","1,069",239
1779,Sunday,1,7/28/2019,"2,111","1,509","1,239",270
1780,Monday,2,7/29/2019,"3,625","2,539","2,053",486
1781,Tuesday,3,7/30/2019,"4,415","2,906","2,386",520
1782,Wednesday,4,7/31/2019,"3,854","2,743","2,260",483
1783,Thursday,5,8/1/2019,"4,114","2,771","2,262",509
1784,Friday,6,8/2/2019,"3,492","2,280","1,874",406
1785,Saturday,7,8/3/2019,"1,849","1,312","1,096",216
1786,Sunday,1,8/4/2019,"2,239","1,630","1,347",283
1787,Monday,2,8/5/2019,"3,976","2,664","2,191",473
1788,Tuesday,3,8/6/2019,"4,061","2,833","2,284",549
1789,Wednesday,4,8/7/2019,"3,702","2,675","2,215",460
1790,Thursday,5,8/8/2019,"3,622","2,553","2,112",441
1791,Friday,6,8/9/2019,"3,039","2,033","1,660",373
1792,Saturday,7,8/10/2019,"1,848","1,265","1,049",216
1793,Sunday,1,8/11/2019,"2,082","1,502","1,242",260
1794,Monday,2,8/12/2019,"3,807","2,574","2,121",453
1795,Tuesday,3,8/13/2019,"3,993","2,667","2,215",452
1796,Wednesday,4,8/14/2019,"3,567","2,517","2,087",430
1797,Thursday,5,8/15/2019,"3,484","2,450","2,046",404
1798,Friday,6,8/16/2019,"2,994","2,022","1,663",359
1799,Saturday,7,8/17/2019,"1,793","1,276","1,074",202
1800,Sunday,1,8/18/2019,"2,422","1,721","1,477",244
1801,Monday,2,8/19/2019,"4,070","2,847","2,371",476
1802,Tuesday,3,8/20/2019,"3,987","2,800","2,293",507
1803,Wednesday,4,8/21/2019,"3,355","2,407","1,963",444
1804,Thursday,5,8/22/2019,"2,925","1,959","1,627",332
1805,Friday,6,8/23/2019,"3,010","2,143","1,769",374
1806,Saturday,7,8/24/2019,"1,896","1,380","1,151",229
1807,Sunday,1,8/25/2019,"2,501","1,791","1,497",294
1808,Monday,2,8/26/2019,"3,851","2,714","2,257",457
1809,Tuesday,3,8/27/2019,"4,403","3,075","2,622",453
1810,Wednesday,4,8/28/2019,"4,627","3,125","2,623",502
1811,Thursday,5,8/29/2019,"4,221","2,982","2,477",505
1812,Friday,6,8/30/2019,"3,025","2,102","1,727",375
1813,Saturday,7,8/31/2019,"1,998","1,386","1,179",207
1814,Sunday,1,9/1/2019,"2,297","1,645","1,414",231
1815,Monday,2,9/2/2019,"3,192","2,272","1,910",362
1816,Tuesday,3,9/3/2019,"4,087","2,921","2,434",487
1817,Wednesday,4,9/4/2019,"4,787","3,348","2,842",506
1818,Thursday,5,9/5/2019,"4,483","3,078","2,570",508
1819,Friday,6,9/6/2019,"3,571","2,483","2,095",388
1820,Saturday,7,9/7/2019,"2,263","1,566","1,343",223
1821,Sunday,1,9/8/2019,"2,948","2,118","1,827",291
1822,Monday,2,9/9/2019,"4,521","3,287","2,785",502
1823,Tuesday,3,9/10/2019,"4,563","3,251","2,758",493
1824,Wednesday,4,9/11/2019,"4,598","3,365","2,901",464
1825,Thursday,5,9/12/2019,"4,603","3,356","2,868",488
1826,Friday,6,9/13/2019,"3,349","2,508","2,121",387
1827,Saturday,7,9/14/2019,"2,437","1,716","1,451",265
1828,Sunday,1,9/15/2019,"3,188","2,367","2,082",285
1829,Monday,2,9/16/2019,"5,291","3,839","3,280",559
1830,Tuesday,3,9/17/2019,"5,477","3,815","3,273",542
1831,Wednesday,4,9/18/2019,"5,257","3,726","3,222",504
1832,Thursday,5,9/19/2019,"5,000","3,500","3,028",472
1833,Friday,6,9/20/2019,"3,890","2,822","2,407",415
1834,Saturday,7,9/21/2019,"2,654","1,994","1,739",255
1835,Sunday,1,9/22/2019,"3,656","2,640","2,328",312
1836,Monday,2,9/23/2019,"5,223","3,804","3,291",513
1837,Tuesday,3,9/24/2019,"5,276","3,826","3,287",539
1838,Wednesday,4,9/25/2019,"5,476","3,838","3,306",532
1839,Thursday,5,9/26/2019,"5,196","3,718","3,208",510
1840,Friday,6,9/27/2019,"4,052","2,863","2,448",415
1841,Saturday,7,9/28/2019,"2,635","1,945","1,696",249
1842,Sunday,1,9/29/2019,"4,076","2,895","2,541",354
1843,Monday,2,9/30/2019,"5,167","3,754","3,216",538
1844,Tuesday,3,10/1/2019,"4,972","3,634","3,082",552
1845,Wednesday,4,10/2/2019,"5,143","3,683","3,209",474
1846,Thursday,5,10/3/2019,"4,753","3,454","2,941",513
1847,Friday,6,10/4/2019,"3,795","2,854","2,440",414
1848,Saturday,7,10/5/2019,"2,920","2,118","1,827",291
1849,Sunday,1,10/6/2019,"3,950","2,850","2,471",379
1850,Monday,2,10/7/2019,"5,493","3,929","3,432",497
1851,Tuesday,3,10/8/2019,"5,652","4,186","3,705",481
1852,Wednesday,4,10/9/2019,"5,617","3,936","3,388",548
1853,Thursday,5,10/10/2019,"5,234","3,802","3,261",541
1854,Friday,6,10/11/2019,"4,118","3,147","2,674",473
1855,Saturday,7,10/12/2019,"2,863","2,111","1,803",308
1856,Sunday,1,10/13/2019,"4,032","3,013","2,645",368
1857,Monday,2,10/14/2019,"5,476","4,022","3,466",556
1858,Tuesday,3,10/15/2019,"5,542","4,117","3,572",545
1859,Wednesday,4,10/16/2019,"5,340","3,966","3,403",563
1860,Thursday,5,10/17/2019,"5,388","3,905","3,333",572
1861,Friday,6,10/18/2019,"4,309","3,097","2,675",422
1862,Saturday,7,10/19/2019,"3,117","2,223","1,897",326
1863,Sunday,1,10/20/2019,"4,234","3,081","2,679",402
1864,Monday,2,10/21/2019,"5,698","4,144","3,507",637
1865,Tuesday,3,10/22/2019,"5,721","4,132","3,536",596
1866,Wednesday,4,10/23/2019,"6,018","4,446","3,823",623
1867,Thursday,5,10/24/2019,"5,563","3,995","3,397",598
1868,Friday,6,10/25/2019,"4,159","2,961","2,461",500
1869,Saturday,7,10/26/2019,"2,732","2,057","1,753",304
1870,Sunday,1,10/27/2019,"3,901","2,854","2,460",394
1871,Monday,2,10/28/2019,"5,749","4,120","3,529",591
1872,Tuesday,3,10/29/2019,"5,821","4,140","3,576",564
1873,Wednesday,4,10/30/2019,"5,647","4,059","3,452",607
1874,Thursday,5,10/31/2019,"5,219","3,689","3,180",509
1875,Friday,6,11/1/2019,"4,054","3,010","2,604",406
1876,Saturday,7,11/2/2019,"2,815","2,170","1,889",281
1877,Sunday,1,11/3/2019,"4,253","3,063","2,603",460
1878,Monday,2,11/4/2019,"5,816","4,184","3,640",544
1879,Tuesday,3,11/5/2019,"5,843","4,176","3,549",627
1880,Wednesday,4,11/6/2019,"6,058","4,351","3,672",679
1881,Thursday,5,11/7/2019,"6,291","4,489","3,810",679
1882,Friday,6,11/8/2019,"4,604","3,357","2,839",518
1883,Saturday,7,11/9/2019,"3,354","2,337","2,000",337
1884,Sunday,1,11/10/2019,"4,190","3,075","2,634",441
1885,Monday,2,11/11/2019,"5,931","4,194","3,573",621
1886,Tuesday,3,11/12/2019,"6,443","4,589","3,877",712
1887,Wednesday,4,11/13/2019,"5,805","4,275","3,572",703
1888,Thursday,5,11/14/2019,"5,753","4,172","3,569",603
1889,Friday,6,11/15/2019,"4,709","3,452","2,927",525
1890,Saturday,7,11/16/2019,"3,418","2,506","2,136",370
1891,Sunday,1,11/17/2019,"4,821","3,387","2,872",515
1892,Monday,2,11/18/2019,"6,444","4,699","3,985",714
1893,Tuesday,3,11/19/2019,"6,607","4,772","4,119",653
1894,Wednesday,4,11/20/2019,"6,726","4,781","4,115",666
1895,Thursday,5,11/21/2019,"6,334","4,462","3,840",622
1896,Friday,6,11/22/2019,"4,575","3,214","2,724",490
1897,Saturday,7,11/23/2019,"3,414","2,474","2,118",356
1898,Sunday,1,11/24/2019,"4,535","3,242","2,787",455
1899,Monday,2,11/25/2019,"5,970","4,467","3,836",631
1900,Tuesday,3,11/26/2019,"5,630","4,115","3,522",593
1901,Wednesday,4,11/27/2019,"5,384","3,823","3,225",598
1902,Thursday,5,11/28/2019,"4,201","3,223","2,747",476
1903,Friday,6,11/29/2019,"3,799","2,947","2,504",443
1904,Saturday,7,11/30/2019,"3,301","2,443","2,053",390
1905,Sunday,1,12/1/2019,"4,420","3,308","2,849",459
1906,Monday,2,12/2/2019,"6,384","4,674","4,031",643
1907,Tuesday,3,12/3/2019,"6,964","4,975","4,285",690
1908,Wednesday,4,12/4/2019,"6,957","4,959","4,252",707
1909,Thursday,5,12/5/2019,"6,350","4,671","3,989",682
1910,Friday,6,12/6/2019,"5,324","3,796","3,258",538
1911,Saturday,7,12/7/2019,"3,795","2,760","2,362",398
1912,Sunday,1,12/8/2019,"5,013","3,636","3,159",477
1913,Monday,2,12/9/2019,"7,005","5,250","4,569",681
1914,Tuesday,3,12/10/2019,"6,606","4,791","4,131",660
1915,Wednesday,4,12/11/2019,"6,686","4,902","4,240",662
1916,Thursday,5,12/12/2019,"6,163","4,533","3,871",662
1917,Friday,6,12/13/2019,"4,581","3,272","2,801",471
1918,Saturday,7,12/14/2019,"2,930","2,240","1,958",282
1919,Sunday,1,12/15/2019,"3,585","2,672","2,280",392
1920,Monday,2,12/16/2019,"4,925","3,653","3,128",525
1921,Tuesday,3,12/17/2019,"4,743","3,441","2,895",546
1922,Wednesday,4,12/18/2019,"4,716","3,390","2,918",472
1923,Thursday,5,12/19/2019,"3,793","2,821","2,381",440
1924,Friday,6,12/20/2019,"2,688","1,906","1,583",323
1925,Saturday,7,12/21/2019,"1,682","1,177","1,020",157
1926,Sunday,1,12/22/2019,"1,880","1,411","1,190",221
1927,Monday,2,12/23/2019,"2,451","1,738","1,442",296
1928,Tuesday,3,12/24/2019,"1,644","1,197",977,220
1929,Wednesday,4,12/25/2019,"1,483","1,027",851,176
1930,Thursday,5,12/26/2019,"1,864","1,355","1,102",253
1931,Friday,6,12/27/2019,"1,927","1,319","1,109",210
1932,Saturday,7,12/28/2019,"1,679","1,219","1,019",200
1933,Sunday,1,12/29/2019,"1,962","1,299","1,111",188
1934,Monday,2,12/30/2019,"2,469","1,762","1,479",283
1935,Tuesday,3,12/31/2019,"1,750","1,192","1,005",187
1936,Wednesday,4,1/1/2020,"1,554","1,105",870,235
1937,Thursday,5,1/2/2020,"2,820","2,083","1,754",329
1938,Friday,6,1/3/2020,"2,970","2,180","1,859",321
1939,Saturday,7,1/4/2020,"2,111","1,526","1,300",226
1940,Sunday,1,1/5/2020,"2,393","1,788","1,514",274
1941,Monday,2,1/6/2020,"3,704","2,770","2,341",429
1942,Tuesday,3,1/7/2020,"3,760","2,915","2,492",423
1943,Wednesday,4,1/8/2020,"3,698","2,844","2,402",442
1944,Thursday,5,1/9/2020,"4,243","3,374","2,910",464
1945,Friday,6,1/10/2020,"3,177","2,415","2,043",372
1946,Saturday,7,1/11/2020,"2,361","1,834","1,581",253
1947,Sunday,1,1/12/2020,"2,762","2,238","1,961",277
1948,Monday,2,1/13/2020,"4,298","3,242","2,727",515
1949,Tuesday,3,1/14/2020,"3,838","2,884","2,450",434
1950,Wednesday,4,1/15/2020,"3,754","2,864","2,470",394
1951,Thursday,5,1/16/2020,"3,817","2,951","2,510",441
1952,Friday,6,1/17/2020,"3,175","2,419","2,006",413
1953,Saturday,7,1/18/2020,"2,336","1,927","1,681",246
1954,Sunday,1,1/19/2020,"2,597","2,031","1,717",314
1955,Monday,2,1/20/2020,"3,715","2,948","2,505",443
1956,Tuesday,3,1/21/2020,"4,459","3,501","3,017",484
1957,Wednesday,4,1/22/2020,"4,483","3,552","3,079",473
1958,Thursday,5,1/23/2020,"4,225","3,295","2,805",490
1959,Friday,6,1/24/2020,"3,111","2,484","2,131",353
1960,Saturday,7,1/25/2020,"2,353","1,784","1,535",249
1961,Sunday,1,1/26/2020,"3,198","2,520","2,213",307
1962,Monday,2,1/27/2020,"4,432","3,539","3,058",481
1963,Tuesday,3,1/28/2020,"4,664","3,654","3,148",506
1964,Wednesday,4,1/29/2020,"4,471","3,544","3,025",519
1965,Thursday,5,1/30/2020,"4,486","3,499","3,031",468
1966,Friday,6,1/31/2020,"3,527","2,704","2,304",400
1967,Saturday,7,2/1/2020,"2,514","1,995","1,728",267
1968,Sunday,1,2/2/2020,"2,993","2,409","2,106",303
1969,Monday,2,2/3/2020,"4,728","3,694","3,174",520
1970,Tuesday,3,2/4/2020,"4,883","3,982","3,472",510
1971,Wednesday,4,2/5/2020,"5,071","4,061","3,528",533
1972,Thursday,5,2/6/2020,"4,638","3,715","3,217",498
1973,Friday,6,2/7/2020,"3,757","2,942","2,512",430
1974,Saturday,7,2/8/2020,"2,761","2,193","1,890",303
1975,Sunday,1,2/9/2020,"3,423","2,849","2,498",351
1976,Monday,2,2/10/2020,"5,066","4,016","3,464",552
1977,Tuesday,3,2/11/2020,"4,928","4,045","3,499",546
1978,Wednesday,4,2/12/2020,"4,996","4,019","3,497",522
1979,Thursday,5,2/13/2020,"5,004","3,823","3,188",635
1980,Friday,6,2/14/2020,"3,675","2,949","2,529",420
1981,Saturday,7,2/15/2020,"2,556","2,024","1,757",267
1982,Sunday,1,2/16/2020,"3,732","2,808","2,361",447
1983,Monday,2,2/17/2020,"4,958","3,951","3,382",569
1984,Tuesday,3,2/18/2020,"4,869","3,806","3,273",533
1985,Wednesday,4,2/19/2020,"5,224","4,042","3,495",547
1986,Thursday,5,2/20/2020,"4,890","3,748","3,212",536
1987,Friday,6,2/21/2020,"3,678","2,914","2,528",386
1988,Saturday,7,2/22/2020,"2,456","2,025","1,759",266
1989,Sunday,1,2/23/2020,"3,444","2,708","2,387",321
1990,Monday,2,2/24/2020,"5,000","3,974","3,390",584
1991,Tuesday,3,2/25/2020,"5,496","4,210","3,601",609
1992,Wednesday,4,2/26/2020,"5,059","4,014","3,468",546
1993,Thursday,5,2/27/2020,"4,813","3,759","3,247",512
1994,Friday,6,2/28/2020,"3,810","3,052","2,569",483
1995,Saturday,7,2/29/2020,"2,682","2,169","1,858",311
1996,Sunday,1,3/1/2020,"3,332","2,754","2,379",375
1997,Monday,2,3/2/2020,"4,872","3,801","3,264",537
1998,Tuesday,3,3/3/2020,"5,097","3,956","3,452",504
1999,Wednesday,4,3/4/2020,"4,714","3,591","3,118",473
2000,Thursday,5,3/5/2020,"5,048","3,994","3,428",566
2001,Friday,6,3/6/2020,"3,698","2,843","2,386",457
2002,Saturday,7,3/7/2020,"2,670","2,095","1,798",297
2003,Sunday,1,3/8/2020,"3,416","2,743","2,362",381
2004,Monday,2,3/9/2020,"4,731","3,830","3,269",561
2005,Tuesday,3,3/10/2020,"4,820","3,718","3,169",549
2006,Wednesday,4,3/11/2020,"4,813","3,711","3,182",529
2007,Thursday,5,3/12/2020,"4,393","3,508","2,952",556
2008,Friday,6,3/13/2020,"3,316","2,613","2,172",441
2009,Saturday,7,3/14/2020,"2,416","1,888","1,569",319
2010,Sunday,1,3/15/2020,"2,934","2,251","1,937",314
2011,Monday,2,3/16/2020,"2,732","2,157","1,809",348
2012,Tuesday,3,3/17/2020,"3,805","3,007","2,525",482
2013,Wednesday,4,3/18/2020,"3,748","2,976","2,508",468
2014,Thursday,5,3/19/2020,"3,678","2,883","2,471",412
2015,Friday,6,3/20/2020,"3,322","2,647","2,239",408
2016,Saturday,7,3/21/2020,"2,701","2,049","1,749",300
2017,Sunday,1,3/22/2020,"3,263","2,469","2,120",349
2018,Monday,2,3/23/2020,"4,105","3,166","2,690",476
2019,Tuesday,3,3/24/2020,"4,156","3,247","2,766",481
2020,Wednesday,4,3/25/2020,"4,153","3,367","2,878",489
2021,Thursday,5,3/26/2020,"4,256","3,394","2,944",450
2022,Friday,6,3/27/2020,"3,818","3,002","2,588",414
2023,Saturday,7,3/28/2020,"3,045","2,438","2,103",335
2024,Sunday,1,3/29/2020,"4,079","3,047","2,603",444
2025,Monday,2,3/30/2020,"4,899","3,852","3,280",572
2026,Tuesday,3,3/31/2020,"4,943","3,822","3,310",512
2027,Wednesday,4,4/1/2020,"4,907","3,799","3,317",482
2028,Thursday,5,4/2/2020,"4,933","3,838","3,305",533
2029,Friday,6,4/3/2020,"4,665","3,498","2,975",523
2030,Saturday,7,4/4/2020,"3,366","2,536","2,175",361
2031,Sunday,1,4/5/2020,"3,976","3,045","2,644",401
2032,Monday,2,4/6/2020,"4,981","3,921","3,351",570
2033,Tuesday,3,4/7/2020,"5,331","4,144","3,552",592
2034,Wednesday,4,4/8/2020,"5,331","4,203","3,656",547
2035,Thursday,5,4/9/2020,"5,063","3,982","3,426",556
2036,Friday,6,4/10/2020,"4,252","3,354","2,869",485
2037,Saturday,7,4/11/2020,"3,656","2,712","2,279",433
2038,Sunday,1,4/12/2020,"4,152","3,125","2,666",459
2039,Monday,2,4/13/2020,"5,089","3,922","3,379",543
2040,Tuesday,3,4/14/2020,"5,491","4,314","3,721",593
2041,Wednesday,4,4/15/2020,"5,665","4,424","3,754",670
2042,Thursday,5,4/16/2020,"5,423","4,203","3,592",611
2043,Friday,6,4/17/2020,"4,688","3,682","3,146",536
2044,Saturday,7,4/18/2020,"4,055","3,007","2,521",486
2045,Sunday,1,4/19/2020,"4,830","3,671","3,057",614
2046,Monday,2,4/20/2020,"5,908","4,517","3,869",648
2047,Tuesday,3,4/21/2020,"5,633","4,377","3,722",655
2048,Wednesday,4,4/22/2020,"5,786","4,520","3,856",664
2049,Thursday,5,4/23/2020,"5,967","4,758","4,074",684
2050,Friday,6,4/24/2020,"4,937","3,879","3,319",560
2051,Saturday,7,4/25/2020,"4,327","3,284","2,814",470
2052,Sunday,1,4/26/2020,"5,086","3,964","3,393",571
2053,Monday,2,4/27/2020,"6,038","4,771","4,054",717
2054,Tuesday,3,4/28/2020,"6,324","4,920","4,210",710
2055,Wednesday,4,4/29/2020,"6,062","4,735","4,006",729
2056,Thursday,5,4/30/2020,"5,520","4,375","3,776",599
2057,Friday,6,5/1/2020,"4,670","3,621","3,068",553
2058,Saturday,7,5/2/2020,"4,171","3,145","2,683",462
2059,Sunday,1,5/3/2020,"4,716","3,648","3,067",581
2060,Monday,2,5/4/2020,"5,939","4,567","3,882",685
2061,Tuesday,3,5/5/2020,"6,361","4,900","4,169",731
2062,Wednesday,4,5/6/2020,"6,659","5,322","4,580",742
2063,Thursday,5,5/7/2020,"6,264","4,857","4,067",790
2064,Friday,6,5/8/2020,"5,359","4,202","3,592",610
2065,Saturday,7,5/9/2020,"4,593","3,452","2,932",520
2066,Sunday,1,5/10/2020,"5,092","3,917","3,338",579
2067,Monday,2,5/11/2020,"6,563","5,112","4,278",834
2068,Tuesday,3,5/12/2020,"6,124","4,775","4,028",747
2069,Wednesday,4,5/13/2020,"5,817","4,596","3,886",710
2070,Thursday,5,5/14/2020,"6,057","4,583","3,937",646
2071,Friday,6,5/15/2020,"4,958","3,829","3,183",646
2072,Saturday,7,5/16/2020,"3,651","2,827","2,384",443
2073,Sunday,1,5/17/2020,"4,248","3,291","2,737",554
2074,Monday,2,5/18/2020,"5,624","4,231","3,588",643
2075,Tuesday,3,5/19/2020,"5,595","4,300","3,666",634
2076,Wednesday,4,5/20/2020,"5,213","4,106","3,466",640
2077,Thursday,5,5/21/2020,"5,156","3,990","3,372",618
2078,Friday,6,5/22/2020,"4,350","3,343","2,816",527
2079,Saturday,7,5/23/2020,"3,446","2,696","2,291",405
2080,Sunday,1,5/24/2020,"3,945","2,969","2,479",490
2081,Monday,2,5/25/2020,"4,639","3,610","3,054",556
2082,Tuesday,3,5/26/2020,"5,224","4,069","3,416",653
2083,Wednesday,4,5/27/2020,"5,242","4,105","3,474",631
2084,Thursday,5,5/28/2020,"4,939","3,966","3,371",595
2085,Friday,6,5/29/2020,"4,387","3,486","2,949",537
2086,Saturday,7,5/30/2020,"3,327","2,583","2,189",394
2087,Sunday,1,5/31/2020,"3,692","2,919","2,482",437
2088,Monday,2,6/1/2020,"4,734","3,707","3,133",574
2089,Tuesday,3,6/2/2020,"4,727","3,690","3,057",633
2090,Wednesday,4,6/3/2020,"4,994","3,869","3,239",630
2091,Thursday,5,6/4/2020,"4,767","3,733","3,156",577
2092,Friday,6,6/5/2020,"4,124","3,247","2,778",469
2093,Saturday,7,6/6/2020,"3,230","2,425","2,045",380
2094,Sunday,1,6/7/2020,"3,906","3,049","2,574",475
2095,Monday,2,6/8/2020,"4,895","3,787","3,188",599
2096,Tuesday,3,6/9/2020,"4,871","3,644","3,050",594
2097,Wednesday,4,6/10/2020,"4,989","3,857","3,269",588
2098,Thursday,5,6/11/2020,"4,633","3,560","3,015",545
2099,Friday,6,6/12/2020,"4,475","3,292","2,757",535
2100,Saturday,7,6/13/2020,"2,967","2,304","1,942",362
2101,Sunday,1,6/14/2020,"3,507","2,684","2,282",402
2102,Monday,2,6/15/2020,"4,337","3,348","2,794",554
2103,Tuesday,3,6/16/2020,"4,470","3,461","2,964",497
2104,Wednesday,4,6/17/2020,"4,439","3,450","2,898",552
2105,Thursday,5,6/18/2020,"4,895","3,677","3,132",545
2106,Friday,6,6/19/2020,"3,924","2,911","2,459",452
2107,Saturday,7,6/20/2020,"2,827","2,190","1,851",339
2108,Sunday,1,6/21/2020,"3,481","2,668","2,256",412
2109,Monday,2,6/22/2020,"4,627","3,493","2,935",558
2110,Tuesday,3,6/23/2020,"4,561","3,493","2,950",543
2111,Wednesday,4,6/24/2020,"4,626","3,521","2,982",539
2112,Thursday,5,6/25/2020,"4,137","3,215","2,668",547
2113,Friday,6,6/26/2020,"3,555","2,675","2,248",427
2114,Saturday,7,6/27/2020,"2,671","1,999","1,680",319
2115,Sunday,1,6/28/2020,"3,486","2,635","2,233",402
2116,Monday,2,6/29/2020,"4,000","3,119","2,616",503
2117,Tuesday,3,6/30/2020,"3,828","3,013","2,553",460
2118,Wednesday,4,7/1/2020,"3,935","3,049","2,599",450
2119,Thursday,5,7/2/2020,"3,633","2,881","2,397",484
2120,Friday,6,7/3/2020,"2,997","2,286","1,932",354
2121,Saturday,7,7/4/2020,"2,194","1,704","1,420",284
2122,Sunday,1,7/5/2020,"2,948","2,198","1,836",362
2123,Monday,2,7/6/2020,"4,049","3,215","2,724",491
2124,Tuesday,3,7/7/2020,"3,792","2,998","2,485",513
2125,Wednesday,4,7/8/2020,"4,029","3,096","2,613",483
2126,Thursday,5,7/9/2020,"3,945","3,039","2,587",452
2127,Friday,6,7/10/2020,"3,523","2,620","2,173",447
2128,Saturday,7,7/11/2020,"2,646","1,981","1,665",316
2129,Sunday,1,7/12/2020,"3,454","2,611","2,213",398
2130,Monday,2,7/13/2020,"3,703","2,916","2,459",457
2131,Tuesday,3,7/14/2020,"3,680","2,853","2,397",456
2132,Wednesday,4,7/15/2020,"3,479","2,627","2,196",431
2133,Thursday,5,7/16/2020,"3,756","2,916","2,463",453
2134,Friday,6,7/17/2020,"3,289","2,557","2,122",435
2135,Saturday,7,7/18/2020,"2,416","1,892","1,606",286
2136,Sunday,1,7/19/2020,"2,793","2,197","1,892",305
2137,Monday,2,7/20/2020,"3,749","2,881","2,428",453
2138,Tuesday,3,7/21/2020,"3,786","2,889","2,450",439
2139,Wednesday,4,7/22/2020,"4,002","3,039","2,566",473
2140,Thursday,5,7/23/2020,"3,823","3,033","2,525",508
2141,Friday,6,7/24/2020,"3,430","2,623","2,262",361
2142,Saturday,7,7/25/2020,"2,400","1,767","1,487",280
2143,Sunday,1,7/26/2020,"2,835","2,207","1,869",338
2144,Monday,2,7/27/2020,"4,001","3,031","2,523",508
2145,Tuesday,3,7/28/2020,"3,795","2,969","2,525",444
2146,Wednesday,4,7/29/2020,"3,903","3,010","2,591",419
2147,Thursday,5,7/30/2020,"3,397","2,687","2,265",422
2148,Friday,6,7/31/2020,"3,005","2,317","1,887",430
2149,Saturday,7,8/1/2020,"2,305","1,750","1,479",271
2150,Sunday,1,8/2/2020,"2,696","1,993","1,701",292
2151,Monday,2,8/3/2020,"3,866","2,814","2,368",446
2152,Tuesday,3,8/4/2020,"3,826","2,845","2,400",445
2153,Wednesday,4,8/5/2020,"3,673","2,774","2,334",440
2154,Thursday,5,8/6/2020,"3,660","2,625","2,189",436
2155,Friday,6,8/7/2020,"3,136","2,364","1,941",423
2156,Saturday,7,8/8/2020,"2,223","1,628","1,354",274
2157,Sunday,1,8/9/2020,"2,623","1,941","1,644",297
2158,Monday,2,8/10/2020,"3,638","2,745","2,325",420
2159,Tuesday,3,8/11/2020,"3,740","2,742","2,258",484
2160,Wednesday,4,8/12/2020,"3,767","2,904","2,477",427
2161,Thursday,5,8/13/2020,"3,621","2,780","2,322",458
2162,Friday,6,8/14/2020,"2,971","2,308","1,922",386
2163,Saturday,7,8/15/2020,"2,221","1,696","1,373",323
2164,Sunday,1,8/16/2020,"2,724","2,037","1,686",351
2165,Monday,2,8/17/2020,"3,456","2,638","2,181",457
2166,Tuesday,3,8/18/2020,"3,581","2,683","2,184",499
2167,Wednesday,4,8/19/2020,"2,064","1,564","1,297",267
